"fec","fue","issn","eissn","revista_id","tic","categoria_id","edicion_id","idioma_id","region_id","editor_id","jcrDireccion_id","frecPublicacion","citasTotal","jif","jifSinAutocitas","jif5Anos","indInmediatez","itemsCitables","itemsCitables.Articulos","jifPercPromedio","articles","revisionesTotal","vidaMediaCitasRecibidas","vidaMediaCitasRealizadas","indAutofactor","indInfluenciaArticulo","indAutofactorNormalizado","jci","jifRango","jifCuartil","jifPercentil","jciRango","jciCuartil","jciPercentil","jifPosicion","jciPosicion"
2014,"AFRICAN JOURNAL OF AQUATIC SCIENCE","1608-5914","1727-9364",699,"AFR. J. AQUAT. SCI.",149,3,8,94,4440,938,"4 ISSUES/YEAR",297,"0,647","0,518","0,682","0,055",55,"100","14,078",55,0,"6.8",">10.0","0,00052","0,172","0,05874",NA,"89/103","Q4","14,08",NA,NA,NA,89,NA
2011,"AFRICAN JOURNAL OF AQUATIC SCIENCE","1608-5914","1727-9364",699,"AFR. J. AQUAT. SCI.",269,3,8,94,4440,938,"3 ISSUES/YEAR",172,"0,471","0,441",NA,"0,026",39,"100","12,179",39,0,"5.6",">10.0","0,00048",NA,NA,NA,"69/78","Q4","12,18",NA,NA,NA,69,NA
2016,"AFRICAN JOURNAL OF AQUATIC SCIENCE","1608-5914","1727-9364",699,"AFR. J. AQUAT. SCI.",149,3,8,94,4440,938,"4 ISSUES/YEAR",417,"0,67","0,612","0,758","0,204",54,"94,44","17,619",51,3,"6.8",">10.0","0,00061","0,186","0,06994",NA,"87/105","Q4","17,62",NA,NA,NA,87,NA
2017,"AFRICAN JOURNAL OF AQUATIC SCIENCE","1608-5914","1727-9364",699,"AFR. J. AQUAT. SCI.",149,3,8,94,4440,938,"4 ISSUES/YEAR",454,"0,706","0,627","0,781","0,132",38,"97,37","17,453",37,1,"7.5","12.5","0,00059","0,176","0,06853","0,33","88/106","Q4","17,45","83/102","Q4","19,12",88,83
2013,"AFRICAN JOURNAL OF AQUATIC SCIENCE","1608-5914","1727-9364",699,"AFR. J. AQUAT. SCI.",149,3,8,94,4440,938,"3 ISSUES/YEAR",246,"0,5","0,461","0,593","0,167",48,"95,83","13,107",46,2,"6.3",">10.0","0,00049","0,163","0,05453",NA,"90/103","Q4","13,11",NA,NA,NA,90,NA
2010,"AFRICAN JOURNAL OF AQUATIC SCIENCE","1608-5914","1727-9364",699,"AFR. J. AQUAT. SCI.",269,3,8,94,4440,938,"2 ISSUES/YEAR",184,"0,479","0,366",NA,"0,229",35,"100","16,447",35,0,"5.2",">10.0","0,00047",NA,NA,NA,"64/76","Q4","16,45",NA,NA,NA,64,NA
2019,"AFRICAN JOURNAL OF AQUATIC SCIENCE","1608-5914","1727-9364",699,"AFR. J. AQUAT. SCI.",149,3,8,94,4440,938,"4 ISSUES/YEAR",508,"0,778","0,654","0,916","0",33,"93,94","22,897",31,2,"6.9","14.7","0,00055","0,184","0,0676","0,32","83/107","Q4","22,9","85/103","Q4","17,96",83,85
2012,"AFRICAN JOURNAL OF AQUATIC SCIENCE","1608-5914","1727-9364",699,"AFR. J. AQUAT. SCI.",269,3,8,94,4440,938,"3 ISSUES/YEAR",200,"0,446","0,311",NA,"0",37,"91,89","13,125",34,3,"6.0",">10.0","0,00037",NA,NA,NA,"70/80","Q4","13,13",NA,NA,NA,70,NA
2015,"AFRICAN JOURNAL OF AQUATIC SCIENCE","1608-5914","1727-9364",699,"AFR. J. AQUAT. SCI.",149,3,8,94,4440,938,"4 ISSUES/YEAR",359,"0,806","0,689","0,752","0,146",48,"93,75","24,519",45,3,"6.5",">10.0","0,00057","0,177","0,06517",NA,"79/104","Q4","24,52",NA,NA,NA,79,NA
2010,"AFRICAN JOURNAL OF BIOTECHNOLOGY","1684-5315",NA,700,"AFR. J. BIOTECHNOL.",31,3,8,52,69,7028,"52 ISSUES/YEAR",2988,"0,573","0,466","0,794","0,057",1272,"94,65","14,688",1204,68,"3.6",">10.0","0,00783","0,126",NA,NA,"137/160","Q4","14,69",NA,NA,NA,137,NA
2008,"AFRICAN JOURNAL OF BIOTECHNOLOGY","1684-5315",NA,700,"AFR. J. BIOTECHNOL.",31,3,8,52,69,7028,"12 ISSUES/YEAR",1155,"0,547","0,42",NA,"0,068",701,"96,86","12,153",679,22,"3.0",">10.0","0,00366",NA,NA,NA,"127/144","Q4","12,15",NA,NA,NA,127,NA
2009,"AFRICAN JOURNAL OF BIOTECHNOLOGY","1684-5315",NA,700,"AFR. J. BIOTECHNOL.",31,3,8,52,69,7028,"12 ISSUES/YEAR",1961,"0,565","0,438",NA,"0,054",1131,"93,28","12,829",1055,76,"3.4",">10.0","0,00514",NA,NA,NA,"133/152","Q4","12,83",NA,NA,NA,133,NA
2007,"AFRICAN JOURNAL OF BIOTECHNOLOGY","1684-5315",NA,700,"AFR. J. BIOTECHNOL.",31,3,8,52,69,7029,"12 ISSUES/YEAR",587,"0,456","0,301",NA,"0,014",504,"95,63","9,058",482,22,"2.8",">10.0","0,00272",NA,NA,NA,"126/138","Q4","9,06",NA,NA,NA,126,NA
2020,"AFRICAN JOURNAL OF BUSINESS ETHICS","1817-7417","0976-3600",701,"AFR. J. BUS. ETHICS",32,2,8,94,6065,8663,"2 ISSUES/YEAR",64,NA,NA,NA,"0",4,"100",NA,4,0,NA,"10.2","0,00004",NA,"0,00919","0,07",NA,NA,NA,"262/285","Q4","8,25",NA,262
2008,"AFRICAN JOURNAL OF BUSINESS MANAGEMENT","1993-8233",NA,702,"AFR. J. BUS. MANAG.",148,4,8,72,69,7028,"12 ISSUES/YEAR",3,"0,107","0,071","0,107","0",23,"95,65","1,167",22,1,NA,">10.0","0","0",NA,NA,"88/89","Q4","1,69",NA,NA,NA,88,NA
2008,"AFRICAN JOURNAL OF BUSINESS MANAGEMENT","1993-8233",NA,702,"AFR. J. BUS. MANAG.",32,4,8,72,69,7028,"12 ISSUES/YEAR",3,"0,107","0,071","0,107","0",23,"95,65","1,167",22,1,NA,">10.0","0","0",NA,NA,"77/77","Q4","0,65",NA,NA,NA,77,NA
2009,"AFRICAN JOURNAL OF BUSINESS MANAGEMENT","1993-8233",NA,702,"AFR. J. BUS. MANAG.",148,4,8,72,69,7028,"12 ISSUES/YEAR",70,"1,105","0,246","1,105","0,067",105,"95,24","43,583",100,5,NA,"9.2","0,00006","0,052",NA,NA,"58/112","Q3","48,66",NA,NA,NA,58,NA
2009,"AFRICAN JOURNAL OF BUSINESS MANAGEMENT","1993-8233",NA,702,"AFR. J. BUS. MANAG.",32,4,8,72,69,7028,"12 ISSUES/YEAR",70,"1,105","0,246","1,105","0,067",105,"95,24","43,583",100,5,NA,"9.2","0,00006","0,052",NA,NA,"54/87","Q3","38,51",NA,NA,NA,54,NA
2020,"AFRICAN JOURNAL ON CONFLICT RESOLUTION","1562-6997","2309-737X",703,"AFR. J. CONFL. RESOLUTION",217,2,8,94,141,3440,"2 ISSUES/YEAR",99,NA,NA,NA,"0",6,"100",NA,6,0,NA,"10.3","0,00014",NA,"0,0303","0,09",NA,NA,NA,"257/293","Q4","12,46",NA,257
2020,"AFRICAN JOURNAL OF DISABILITY","2223-9170","2226-7220",704,"AFR. J. DISABIL.",117,2,8,94,552,7895,"1 ISSUE/YEAR",356,NA,NA,NA,"0,115",26,"92,31",NA,24,2,"4.2","8.8","0,00066",NA,"0,14035","0,44",NA,NA,NA,"115/150","Q4","23,67",NA,115
2020,"AFRICAN JOURNAL OF HEALTH PROFESSIONS EDUCATION","2078-5127","2078-5127",708,"AFR. J. HEALTH PROF. EDUCATION",117,2,8,94,2615,7951,"2 ISSUES/YEAR",128,NA,NA,NA,"0",41,"95,12",NA,39,2,"4.7","6.8","0,00024",NA,"0,05031","0,17",NA,NA,NA,"132/150","Q4","12,33",NA,132
2011,"AFRICAN JOURNAL OF HERPETOLOGY","2156-4574","2153-3660",709,"AFR. J. HERPETOL.",271,3,8,94,6123,1768,"2 ISSUES/YEAR",136,"0,714","0,679","0,603","1,267",15,"86,67","27,74",13,2,"7.1","9.7","0,00025","0,214",NA,NA,"106/146","Q3","27,74",NA,NA,NA,106,NA
2009,"AFRICAN JOURNAL OF HERPETOLOGY","0441-6651","2153-3660",709,"AFR. J. HERPETOL.",271,3,8,94,6123,1768,"2 ISSUES/YEAR",98,"0,455","0,318",NA,"0,25",16,"100","14,341",16,0,NA,"9.4","0,00027",NA,NA,NA,"111/129","Q4","14,34",NA,NA,NA,111,NA
2007,"AFRICAN JOURNAL OF HERPETOLOGY","0441-6651","2153-3660",709,"AFR. J. HERPETOL.",271,3,8,94,2639,9327,"2 ISSUES/YEAR",85,"0,618","0,559",NA,"0",12,"100","22,984",12,0,NA,">10.0","0,00041",NA,NA,NA,"96/124","Q4","22,98",NA,NA,NA,96,NA
2012,"AFRICAN JOURNAL OF HERPETOLOGY","2156-4574","2153-3660",709,"AFR. J. HERPETOL.",271,3,8,94,6123,1768,"2 ISSUES/YEAR",93,"0,815","0,778","0,646","0",11,"100","36,755",11,0,NA,">10.0","0,00023","0,199",NA,NA,"96/151","Q3","36,75",NA,NA,NA,96,NA
2013,"AFRICAN JOURNAL OF HERPETOLOGY","2156-4574","2153-3660",709,"AFR. J. HERPETOL.",271,3,8,94,6123,1768,"2 ISSUES/YEAR",158,"1,077","1,038","0,875","0,846",13,"100","55,882",13,0,"6.9",">10.0","0,00033","0,306","0,036",NA,"68/153","Q2","55,88",NA,NA,NA,68,NA
2016,"AFRICAN JOURNAL OF HERPETOLOGY","2156-4574","2153-3660",709,"AFR. J. HERPETOL.",271,3,8,94,6123,1022,"2 ISSUES/YEAR",129,"0,5","0,5","0,619","0,222",9,"88,89","13,804",8,1,"9.4",">10.0","0,00018","0,194","0,02023",NA,"141/163","Q4","13,8",NA,NA,NA,141,NA
2008,"AFRICAN JOURNAL OF HERPETOLOGY","0441-6651","2153-3660",709,"AFR. J. HERPETOL.",271,3,8,94,2639,9327,"2 ISSUES/YEAR",69,"0,6","0,52",NA,"0",4,"100","22,8",4,0,NA,NA,"0,00031",NA,NA,NA,"97/125","Q4","22,8",NA,NA,NA,97,NA
2010,"AFRICAN JOURNAL OF HERPETOLOGY","0441-6651","2153-3660",709,"AFR. J. HERPETOL.",271,3,8,94,6123,1768,"2 ISSUES/YEAR",82,"0,5","0,346","0,514","0,083",12,"100","18,276",12,0,NA,"9.3","0,00022","0,157",NA,NA,"119/145","Q4","18,28",NA,NA,NA,119,NA
2017,"AFRICAN JOURNAL OF HERPETOLOGY","2156-4574","2153-3660",709,"AFR. J. HERPETOL.",271,3,8,94,6123,1022,"2 ISSUES/YEAR",117,"0,5","0,4","0,586","0",11,"100","14,671",11,0,"8.9","15.3","0,00016","0,197","0,01838","0,4","143/167","Q4","14,67","121/163","Q3","26,07",143,121
2014,"AFRICAN JOURNAL OF HERPETOLOGY","2156-4574","2153-3660",709,"AFR. J. HERPETOL.",271,3,8,94,6123,1768,"2 ISSUES/YEAR",121,"0,792","0,667","0,612","0,214",14,"100","29,545",14,0,"8.6",">10.0","0,00023","0,214","0,02549",NA,"109/154","Q3","29,55",NA,NA,NA,109,NA
2015,"AFRICAN JOURNAL OF HERPETOLOGY","2156-4574","2153-3660",709,"AFR. J. HERPETOL.",271,3,8,94,6123,1768,"2 ISSUES/YEAR",114,"0,444","0,37","0,646","0,2",10,"100","12,733",10,0,"7.6",">10.0","0,00019","0,19","0,02128",NA,"141/161","Q4","12,73",NA,NA,NA,141,NA
2020,"AFRICAN JOURNAL OF LABORATORY MEDICINE","2225-2002","2225-2010",712,"AFR. J. LAB. MED.",170,2,8,94,552,7895,"1 ISSUE/YEAR",321,NA,NA,NA,"0,604",53,"92,45",NA,49,4,"4.2","6.0","0,00051",NA,"0,10857","0,29",NA,NA,NA,"150/186","Q4","19,62",NA,150
2013,"AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE","0795-4778",NA,714,"AFR. J. LIBR. ARCHIV. INF. SCI.",130,4,8,72,587,7376,"2 ISSUES/YEAR",19,"0,115","0,077","0,099","0",13,"92,31","8,929",12,1,NA,"8.7","0,00002","0,015","0,00202",NA,"77/84","Q4","8,93",NA,NA,NA,77,NA
2012,"AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE","0795-4778",NA,714,"AFR. J. LIBR. ARCHIV. INF. SCI.",130,4,8,72,587,7376,"2 ISSUES/YEAR",28,"0,111","0,074","0,205","0",13,"100","6,471",13,0,NA,"7.6","0,0001","0,075",NA,NA,"80/85","Q4","6,47",NA,NA,NA,80,NA
2019,"AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE","0795-4778",NA,714,"AFR. J. LIBR. ARCHIV. INF. SCI.",130,4,8,72,587,7376,"2 ISSUES/YEAR",87,"0,586","0,483","0,597","0",14,"100","18,966",14,0,NA,"7.8","0,00005","0,065","0,00723","0,31","71/87","Q4","18,97","68/86","Q4","21,51",71,68
2009,"AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE","0795-4778",NA,714,"AFR. J. LIBR. ARCHIV. INF. SCI.",130,4,8,72,587,7376,"2 ISSUES/YEAR",16,"0,129","0,097",NA,"0",15,"100","8,333",15,0,NA,"8.3","0,00002",NA,NA,NA,"61/66","Q4","8,33",NA,NA,NA,61,NA
2010,"AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE","0795-4778",NA,714,"AFR. J. LIBR. ARCHIV. INF. SCI.",130,4,8,72,587,7376,"2 ISSUES/YEAR",31,"0,129","0,129",NA,"0",14,"100","12,338",14,0,NA,"8.4","0,00007",NA,NA,NA,"68/77","Q4","12,34",NA,NA,NA,68,NA
2020,"AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE","0795-4778",NA,714,"AFR. J. LIBR. ARCHIV. INF. SCI.",130,4,8,72,587,7376,"2 ISSUES/YEAR",101,"0,828","0,655","0,775","0",15,"100","22,674",15,0,"5.6","7.7","0,0001","0,14","0,02137","0,26","67/86","Q4","22,67","111/163","Q3","32,21",67,111
2015,"AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE","0795-4778",NA,714,"AFR. J. LIBR. ARCHIV. INF. SCI.",130,4,8,72,587,7376,"2 ISSUES/YEAR",44,"0,071","0,036","0,147","0",13,"100","2,907",13,0,NA,"8.0","0,00003","0,029","0,00342",NA,"84/86","Q4","2,91",NA,NA,NA,84,NA
2016,"AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE","0795-4778",NA,714,"AFR. J. LIBR. ARCHIV. INF. SCI.",130,4,8,72,587,7376,"2 ISSUES/YEAR",48,"0,179","0,179","0,164","0,133",15,"100","8,824",15,0,NA,"9.1","0,00002","0,023","0,0025",NA,"78/85","Q4","8,82",NA,NA,NA,78,NA
2011,"AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE","0795-4778",NA,714,"AFR. J. LIBR. ARCHIV. INF. SCI.",130,4,8,72,587,7376,"2 ISSUES/YEAR",25,"0,103","0,069",NA,"0,154",13,"100","7,831",13,0,NA,"7.3","0,00003",NA,NA,NA,"77/83","Q4","7,83",NA,NA,NA,77,NA
2018,"AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE","0795-4778",NA,714,"AFR. J. LIBR. ARCHIV. INF. SCI.",130,4,8,72,587,7376,"2 ISSUES/YEAR",82,"0,345","0,276","0,486","0",15,"100","12,921",15,0,NA,"8.5","0,00004","0,044","0,00482","0,27","78/89","Q4","12,92","69/85","Q4","19,41",78,69
2017,"AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE","0795-4778",NA,714,"AFR. J. LIBR. ARCHIV. INF. SCI.",130,4,8,72,587,7376,"2 ISSUES/YEAR",41,"0,286","0,25","0,261","0,071",14,"100","11,932",14,0,NA,"7.5","0,00004","0,043","0,00472","0,21","78/88","Q4","11,93","69/83","Q4","17,47",78,69
2014,"AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE","0795-4778",NA,714,"AFR. J. LIBR. ARCHIV. INF. SCI.",130,4,8,72,587,7376,"2 ISSUES/YEAR",19,"0,038","0,038","0,059","0",15,"100","5,294",15,0,NA,"8.9","0,00003","0,025","0,003",NA,"81/85","Q4","5,29",NA,NA,NA,81,NA
2013,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"3 ISSUES/YEAR",786,"1,057","0,708","1,57","0,352",54,"90,74","35,437",49,5,"5.8",">10.0","0,00185","0,434","0,20424",NA,"67/103","Q3","35,44",NA,NA,NA,67,NA
2004,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"3 ISSUES/YEAR",56,"0,204","0,143",NA,"2,5",18,"100","0,667",18,0,NA,"6.8",NA,NA,NA,NA,"75/75","Q4","0,67",NA,NA,NA,75,NA
2006,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"3 ISSUES/YEAR",166,"1,086","0,778",NA,"0,232",95,"98,95","46,203",94,1,"2.5",">10.0",NA,NA,NA,NA,"43/79","Q3","46,2",NA,NA,NA,43,NA
2011,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"3 ISSUES/YEAR",513,"0,98","0,564","1,136","0,898",49,"97,96","32,474",48,1,"4.6",">10.0","0,00153","0,283",NA,NA,"66/97","Q3","32,47",NA,NA,NA,66,NA
2016,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"4 ISSUES/YEAR",939,"1,229","0,924","1,46","0,101",69,"97,1","42,381",67,2,"6.9",">10.0","0,0015","0,393","0,17188",NA,"61/105","Q3","42,38",NA,NA,NA,61,NA
2007,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"3 ISSUES/YEAR",196,"0,728","0,652","0,853","0,069",29,"100","22,674",29,0,"2.7",">10.0","0,00158","0,302",NA,NA,"67/86","Q4","22,67",NA,NA,NA,67,NA
2003,"AFRICAN JOURNAL OF MARINE SCIENCE","0257-7615","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,1816,6460,"1 ISSUE/YEAR",58,NA,NA,NA,"1,184",49,"100",NA,49,0,NA,">10.0",NA,NA,NA,NA,"74/74","Q4",NA,NA,NA,NA,74,NA
2010,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"3 ISSUES/YEAR",588,"1,229","0,938","1,261","2,222",54,"96,3","45,699",52,2,"3.9",">10.0","0,00232","0,394",NA,NA,"51/93","Q3","45,7",NA,NA,NA,51,NA
2008,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"3 ISSUES/YEAR",434,"1,312","0,951","1,416","0,755",49,"95,92","54,598",47,2,"2.9",">10.0","0,00215","0,354",NA,NA,"40/87","Q2","54,6",NA,NA,NA,40,NA
2005,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"3 ISSUES/YEAR",83,"0,806","0,627",NA,"0,429",63,"100","30,519",63,0,NA,">10.0",NA,NA,NA,NA,"54/77","Q3","30,52",NA,NA,NA,54,NA
2014,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"4 ISSUES/YEAR",770,"1","0,865","1,253","0,122",49,"97,96","30,583",48,1,"6.6",">10.0","0,00156","0,376","0,17463",NA,"72/103","Q3","30,58",NA,NA,NA,72,NA
2017,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"4 ISSUES/YEAR",797,"0,894","0,83","1,033","0,091",44,"95,45","25",42,2,"7.4","12.0","0,00119","0,287","0,13914","0,72","80/106","Q4","25","49/102","Q2","52,45",80,49
2018,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"4 ISSUES/YEAR",1002,"0,991","0,894","1,118","0,119",42,"92,86","30,093",39,3,"8.3","11.9","0,00115","0,322","0,13763","0,55","76/108","Q3","30,09","64/104","Q3","38,94",76,64
2009,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"3 ISSUES/YEAR",475,"1,52","0,99","1,409","0,298",47,"95,74","57,386",45,2,"3.6",">10.0","0,00232","0,408",NA,NA,"38/88","Q2","57,39",NA,NA,NA,38,NA
2020,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"4 ISSUES/YEAR",1261,"1,183","0,988","1,438","0,568",44,"100","26,818",44,0,"8.9","11.2","0,0008","0,312","0,16912","0,33","81/110","Q3","26,82","88/112","Q4","21,88",81,88
2015,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"4 ISSUES/YEAR",852,"1,058","0,845","1,243","0,589",56,"94,64","32,212",53,3,"7.1",">10.0","0,00153","0,386","0,17487",NA,"71/104","Q3","32,21",NA,NA,NA,71,NA
2019,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"4 ISSUES/YEAR",933,"0,733","0,686","1,069","0,138",29,"100","17,29",29,0,"9.2","11.9","0,00117","0,356","0,14265","0,43","89/107","Q4","17,29","75/103","Q3","27,67",89,75
2012,"AFRICAN JOURNAL OF MARINE SCIENCE","1814-232X","1814-2338",715,"AFR. J. MAR. SCI.",149,3,8,94,4440,938,"3 ISSUES/YEAR",539,"0,932","0,631","1,202","0,07",57,"98,25","32,5",56,1,"5.4",">10.0","0,00155","0,359",NA,NA,"68/100","Q3","32,5",NA,NA,NA,68,NA
2010,"AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH","1996-0808",NA,716,"AFR. J. MICROBIOL. RES.",174,3,8,72,69,7028,"24 ISSUES/YEAR",163,"0,528","0,472","0,533","0,065",398,"97,74","8,879",389,9,"1.7","9.5","0,0004","0,081",NA,NA,"98/107","Q4","8,88",NA,NA,NA,98,NA
2008,"AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH","1996-0808",NA,716,"AFR. J. MICROBIOL. RES.",174,3,8,72,69,7028,"12 ISSUES/YEAR",9,"0,409","0,409","0,409","0",45,"100","3,846",45,0,NA,">10.0","0,00003","0,066",NA,NA,"88/91","Q4","3,85",NA,NA,NA,88,NA
2009,"AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH","1996-0808",NA,716,"AFR. J. MICROBIOL. RES.",174,3,8,72,69,7028,"12 ISSUES/YEAR",40,"0,407","0,326","0,407","0,039",129,"94,57","4,737",122,7,NA,">10.0","0,00011","0,061",NA,NA,"91/95","Q4","4,74",NA,NA,NA,91,NA
2011,"AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH","1996-0808",NA,716,"AFR. J. MICROBIOL. RES.",174,3,8,72,69,7028,"24 ISSUES/YEAR",423,"0,539","0,395","0,564","0,04",898,"97,33","9,211",874,24,"1.9","9.5","0,00091","0,073",NA,NA,"104/114","Q4","9,21",NA,NA,NA,104,NA
2020,"AFRICAN JOURNAL OF NURSING AND MIDWIFERY","1682-5055","1682-5055",718,"AFR. J. NURS. MIDWIFERY",185,2,8,94,6314,7540,"2 ISSUES/YEAR",65,NA,NA,NA,"0,019",54,"98,15",NA,53,1,NA,"6.5","0,00007",NA,"0,01636","0,13",NA,NA,NA,"172/181","Q4","5,25",NA,172
2009,"AFRICAN JOURNAL OF PHARMACY AND PHARMACOLOGY","1996-0816",NA,719,"AFR. J. PHARM. PHARMACOL.",201,3,8,72,69,7028,"12 ISSUES/YEAR",32,"0,667","0,611","0,667","0,107",75,"92","12,447",69,6,NA,"9.3","0,00005","0,073",NA,NA,"208/237","Q4","12,45",NA,NA,NA,208,NA
2010,"AFRICAN JOURNAL OF PHARMACY AND PHARMACOLOGY","1996-0816",NA,719,"AFR. J. PHARM. PHARMACOL.",201,3,8,72,69,7028,"12 ISSUES/YEAR",82,"0,5","0,458","0,507","0,068",117,"97,44","10,516",114,3,NA,">10.0","0,00019","0,068",NA,NA,"226/252","Q4","10,52",NA,NA,NA,226,NA
2011,"AFRICAN JOURNAL OF PHARMACY AND PHARMACOLOGY","1996-0816",NA,719,"AFR. J. PHARM. PHARMACOL.",201,3,8,72,69,7028,"12 ISSUES/YEAR",320,"0,839","0,619","0,875","0,2",409,"97,31","17,816",398,11,"2.0","8.5","0,00047","0,095",NA,NA,"215/261","Q4","17,82",NA,NA,NA,215,NA
2020,"AFRICAN JOURNAL OF PRIMARY HEALTH CARE & FAMILY MEDICINE","2071-2928","2071-2936",720,"AFR. J. PRIM. HEALTH CARE FAM. MED.",219,2,8,94,552,7895,"1 ISSUE/YEAR",898,NA,NA,NA,"0,33",106,"96,23",NA,102,4,"4.3","6.9","0,00163",NA,"0,34296","0,59",NA,NA,NA,"20/25","Q4","22",NA,20
2011,"AFRICAN JOURNAL OF PSYCHIATRY","1994-8220",NA,721,"AFR. J. PSYCHIATRY",220,3,8,94,2793,7552,"4 ISSUES/YEAR",112,"1,068","0,797",NA,"0,222",36,"72,22","31,774",26,10,"2.4","8.5","0,00053",NA,NA,NA,"94/130","Q3","28,08",NA,NA,NA,94,NA
2011,"AFRICAN JOURNAL OF PSYCHIATRY","1994-8220",NA,721,"AFR. J. PSYCHIATRY",220,4,8,94,2793,7552,"4 ISSUES/YEAR",112,"1,068","0,797",NA,"0,222",36,"72,22","31,774",26,10,"2.4","8.5","0,00053",NA,NA,NA,"94/130","Q3","28,08",NA,NA,NA,94,NA
2013,"AFRICAN JOURNAL OF PSYCHIATRY","1994-8220",NA,721,"AFR. J. PSYCHIATRY",220,3,8,94,2793,7552,"4 ISSUES/YEAR",152,"0,727","0,727",NA,NA,NA,NA,"18,08",NA,NA,"3.5",NA,"0,00063",NA,NA,NA,"112/136","Q4","18,01",NA,NA,NA,112,NA
2012,"AFRICAN JOURNAL OF PSYCHIATRY","1994-8220",NA,721,"AFR. J. PSYCHIATRY",220,3,8,94,2793,7552,"4 ISSUES/YEAR",142,"0,871","0,629",NA,"0,415",41,"58,54","22,703",24,17,"2.8","7.0","0,00042",NA,NA,NA,"106/135","Q4","21,85",NA,NA,NA,106,NA
2013,"AFRICAN JOURNAL OF PSYCHIATRY","1994-8220",NA,721,"AFR. J. PSYCHIATRY",220,4,8,94,2793,7552,"4 ISSUES/YEAR",152,"0,727","0,727",NA,NA,NA,NA,"18,08",NA,NA,"3.5",NA,"0,00063",NA,NA,NA,"112/136","Q4","18,01",NA,NA,NA,112,NA
2012,"AFRICAN JOURNAL OF PSYCHIATRY","1994-8220",NA,721,"AFR. J. PSYCHIATRY",220,4,8,94,2793,7552,"4 ISSUES/YEAR",142,"0,871","0,629",NA,"0,415",41,"58,54","22,703",24,17,"2.8","7.0","0,00042",NA,NA,NA,"106/135","Q4","21,85",NA,NA,NA,106,NA
