"source","research_area","issn_from_ajol","issn_from_issn_portal","issn_from_issn_portal2","source_url"
"Nigerian Health Journal","Health",NA,NA,NA,"https://www.ajol.info/index.php/nhj"
"Nigerian Health Journal","Health",NA,NA,NA,"https://www.ajol.info/index.php/nhj"
"Nigerian Hospital Practice","Health","1597-7889","1597-7889",NA,"https://www.ajol.info/index.php/nhp"
"Nigerian Hospital Practice","Health","1597-7889","1597-7889",NA,"https://www.ajol.info/index.php/nhp"
"Nigerian Journal of Clinical Medicine","Health","2141-1123","2141-1123","2141-1131","https://www.ajol.info/index.php/njcm"
"Nigerian Journal of Clinical Medicine","Health","2141-1123","2141-1123","2141-1131","https://www.ajol.info/index.php/njcm"
"Nigerian Journal of Clinical Practice","Health","2229-7731","1596-2598",NA,"https://www.ajol.info/index.php/njcp"
"Nigerian Journal of Clinical Practice","Health","2229-7731","1596-2598",NA,"https://www.ajol.info/index.php/njcp"
"Nigerian Journal of Dental Research","Health",NA,"2636-4956","2714-4089","https://www.ajol.info/index.php/njdr"
"Nigerian Journal of Dental Research","Health",NA,"2636-4956","2714-4089","https://www.ajol.info/index.php/njdr"
"Nigerian Journal of Family Practice","Health","2141-9884","2141-9884",NA,"https://www.ajol.info/index.php/njfp"
"Nigerian Journal of Family Practice","Health","2141-9884","2141-9884",NA,"https://www.ajol.info/index.php/njfp"
"Nigerian Journal of Gastroenterology and Hepatology","Health","2251-0079","2251-0079",NA,"https://www.ajol.info/index.php/njgh"
"Nigerian Journal of Gastroenterology and Hepatology","Health","2251-0079","2251-0079",NA,"https://www.ajol.info/index.php/njgh"
"Nigerian Journal of General Practice","Health","1118-4647","1118-4647",NA,"https://www.ajol.info/index.php/njgp"
"Nigerian Journal of General Practice","Health","1118-4647","1118-4647",NA,"https://www.ajol.info/index.php/njgp"
"Nigerian Journal of Health and Biomedical Sciences","Health","1595-8272","1595-8272",NA,"https://www.ajol.info/index.php/njhbs"
"Nigerian Journal of Health and Biomedical Sciences","Health","1595-8272","1595-8272",NA,"https://www.ajol.info/index.php/njhbs"
"Nigerian Journal of Medicine","Health","2667-0526","1115-2613","1597-7927","https://www.ajol.info/index.php/njm"
"Nigerian Journal of Medicine","Health","2667-0526","1115-2613","1597-7927","https://www.ajol.info/index.php/njm"
"Nigerian Journal of Natural Products and Medicine","Health","1118-6267",NA,NA,"https://www.ajol.info/index.php/njnpm"
"Nigerian Journal of Natural Products and Medicine","Health","1118-6267",NA,NA,"https://www.ajol.info/index.php/njnpm"
"Nigerian Journal of Nutritional Sciences","Health","2805-4008","2805-4008","0189-0913","https://www.ajol.info/index.php/njns"
"Nigerian Journal of Nutritional Sciences","Health","2805-4008","2805-4008","0189-0913","https://www.ajol.info/index.php/njns"
"Nigerian Journal of Ophthalmology","Health","2468-8363","2468-8363",NA,"https://www.ajol.info/index.php/njo"
"Nigerian Journal of Ophthalmology","Health","2468-8363","2468-8363",NA,"https://www.ajol.info/index.php/njo"
"Nigerian Journal of Orthopaedics and Trauma","Health","1596-4582","2667-1565","1596-4582","https://www.ajol.info/index.php/njotra"
"Nigerian Journal of Orthopaedics and Trauma","Health","1596-4582","2667-1565","1596-4582","https://www.ajol.info/index.php/njotra"
"Nigerian Journal of Otorhinolaryngology","Health",NA,NA,NA,"https://www.ajol.info/index.php/njorl"
"Nigerian Journal of Otorhinolaryngology","Health",NA,NA,NA,"https://www.ajol.info/index.php/njorl"
"Nigerian Journal of Paediatrics","Health","0302-4660","0302-4660",NA,"https://www.ajol.info/index.php/njp"
"Nigerian Journal of Paediatrics","Health","0302-4660","0302-4660",NA,"https://www.ajol.info/index.php/njp"
"Nigerian Journal of Parasitology","Health","1117-4145","1117-4145",NA,"https://www.ajol.info/index.php/njpar"
"Nigerian Journal of Parasitology","Health","1117-4145","1117-4145",NA,"https://www.ajol.info/index.php/njpar"
"Nigerian Journal of Pharmaceutical Research","Health","2635-3555","2635-3555","0189-8434","https://www.ajol.info/index.php/njpr"
"Nigerian Journal of Pharmaceutical Research","Health","2635-3555","2635-3555","0189-8434","https://www.ajol.info/index.php/njpr"
"Nigerian Journal of Physiological Sciences","Health","0794-859X","0794-859X",NA,"https://www.ajol.info/index.php/njps"
"Nigerian Journal of Physiological Sciences","Health","0794-859X","0794-859X",NA,"https://www.ajol.info/index.php/njps"
"Nigerian Journal of Plastic Surgery","Health","0794-9316","2468-7251",NA,"https://www.ajol.info/index.php/njpsur"
"Nigerian Journal of Plastic Surgery","Health","0794-9316","2468-7251",NA,"https://www.ajol.info/index.php/njpsur"
"Nigerian Journal of Postgraduate Medicine","Health","2006-8530","2006-8530",NA,"https://www.ajol.info/index.php/njpm"
"Nigerian Journal of Postgraduate Medicine","Health","2006-8530","2006-8530",NA,"https://www.ajol.info/index.php/njpm"
"Nigerian Journal of Surgery","Health","1117-6806","1117-6806",NA,"https://www.ajol.info/index.php/njs"
"Nigerian Journal of Surgery","Health","1117-6806","1117-6806",NA,"https://www.ajol.info/index.php/njs"
"Nigerian Journal of Surgical Research","Health","1595-1103","1595-1103",NA,"https://www.ajol.info/index.php/njsr"
"Nigerian Journal of Surgical Research","Health","1595-1103","1595-1103",NA,"https://www.ajol.info/index.php/njsr"
"Nigerian Journal of Surgical Sciences","Health","1116-5898","1116-5898",NA,"https://www.ajol.info/index.php/njssci"
"Nigerian Journal of Surgical Sciences","Health","1116-5898","1116-5898",NA,"https://www.ajol.info/index.php/njssci"
"Nigerian Medical Journal","Health","2229-774X","0300-1652",NA,"https://www.ajol.info/index.php/nmj"
"Nigerian Medical Journal","Health","2229-774X","0300-1652",NA,"https://www.ajol.info/index.php/nmj"
"Nigerian Medical Practitioner","Health","0189-0964",NA,NA,"https://www.ajol.info/index.php/nmp"
"Nigerian Medical Practitioner","Health","0189-0964",NA,NA,"https://www.ajol.info/index.php/nmp"
"Nigerian Quarterly Journal of Hospital Medicine","Health","0189-2657","0189-2657",NA,"https://www.ajol.info/index.php/nqjhm"
"Nigerian Quarterly Journal of Hospital Medicine","Health","0189-2657","0189-2657",NA,"https://www.ajol.info/index.php/nqjhm"
"Obstetrics and Gynaecology Forum","Health","1027-9148","1029-1962",NA,"https://www.ajol.info/index.php/ogf"
"Obstetrics and Gynaecology Forum","Health","1027-9148","1029-1962",NA,"https://www.ajol.info/index.php/ogf"
"Orapuh Journal","Health",NA,"2644-3740",NA,"https://www.ajol.info/index.php/orapj"
"Orapuh Journal","Health",NA,"2644-3740",NA,"https://www.ajol.info/index.php/orapj"
"Orient Journal of Medicine","Health","1115-0521",NA,NA,"https://www.ajol.info/index.php/ojm"
"Orient Journal of Medicine","Health","1115-0521",NA,NA,"https://www.ajol.info/index.php/ojm"
"Orient Journal of Surgical Sciences","Health",NA,"2734-3138","2971-625X","https://www.ajol.info/index.php/ojss"
"Orient Journal of Surgical Sciences","Health",NA,"2734-3138","2971-625X","https://www.ajol.info/index.php/ojss"
"Pan African Medical Journal","Health","1937-8688","1937-8688","2521-8859","https://www.ajol.info/index.php/pamj"
"Pan African Medical Journal","Health","1937-8688","1937-8688","2521-8859","https://www.ajol.info/index.php/pamj"
"Port Harcourt Medical Journal","Health","0795-3038","0795-3038",NA,"https://www.ajol.info/index.php/phmedj"
"Port Harcourt Medical Journal","Health","0795-3038","0795-3038",NA,"https://www.ajol.info/index.php/phmedj"
"Research Journal of Health Sciences","Health","2467-8252","2360-7793","2467-8252","https://www.ajol.info/index.php/rejhs"
"Research Journal of Health Sciences","Health","2467-8252","2360-7793","2467-8252","https://www.ajol.info/index.php/rejhs"
NA,"Health",NA,NA,NA,"https://www.ajol.info/index.php/racsaude"
NA,"Health",NA,NA,NA,"https://www.ajol.info/index.php/racsaude"
"Revue Africaine de Chirurgie et Spécialités","Health","1997-3756",NA,NA,"https://www.ajol.info/index.php/racs"
"Revue Africaine de Chirurgie et Spécialités","Health","1997-3756",NA,NA,"https://www.ajol.info/index.php/racs"
"Revue de Médecine et de Pharmacie","Health","2410-8936",NA,NA,"https://www.ajol.info/index.php/rmp"
"Revue de Médecine et de Pharmacie","Health","2410-8936",NA,NA,"https://www.ajol.info/index.php/rmp"
"Rwanda Journal","Health","2305-2678","2305-2678","2305-5944","https://www.ajol.info/index.php/rj"
"Rwanda Journal","Health","2305-2678","2305-2678","2305-5944","https://www.ajol.info/index.php/rj"
"Rwanda Journal of Health Sciences","Health","2226-728X","2306-8876","2226-728X","https://www.ajol.info/index.php/rjhs"
"Rwanda Journal of Health Sciences","Health","2226-728X","2306-8876","2226-728X","https://www.ajol.info/index.php/rjhs"
"Rwanda Journal of Medicine and Health Sciences","Health","2616-9827","2616-9819","2616-9827","https://www.ajol.info/index.php/rjmhs"
"Rwanda Journal of Medicine and Health Sciences","Health","2616-9827","2616-9819","2616-9827","https://www.ajol.info/index.php/rjmhs"
"Rwanda Medical Journal","Health",NA,"2410-8626","2079-097X","https://www.ajol.info/index.php/rmj"
"Rwanda Medical Journal","Health",NA,"2410-8626","2079-097X","https://www.ajol.info/index.php/rmj"
"SA Journal of Radiology","Health","2078-6778","2078-6778","1027-202X","https://www.ajol.info/index.php/sajr"
"SA Journal of Radiology","Health","2078-6778","2078-6778","1027-202X","https://www.ajol.info/index.php/sajr"
"SAHARA-J: Journal of Social Aspects of HIV/AIDS","Health","1813-4424",NA,NA,"https://www.ajol.info/index.php/saharaj"
"SAHARA-J: Journal of Social Aspects of HIV/AIDS","Health","1813-4424",NA,NA,"https://www.ajol.info/index.php/saharaj"
"Sahel Medical Journal","Health","1118-8561","1118-8561",NA,"https://www.ajol.info/index.php/smj2"
"Sahel Medical Journal","Health","1118-8561","1118-8561",NA,"https://www.ajol.info/index.php/smj2"
"Savannah Journal of Medical Research and Practice","Health","2276-6839","2276-6839",NA,"https://www.ajol.info/index.php/sjmrp"
"Savannah Journal of Medical Research and Practice","Health","2276-6839","2276-6839",NA,"https://www.ajol.info/index.php/sjmrp"
"Science et Technique, Sciences de la Santé","Health","1011-6028",NA,NA,"https://www.ajol.info/index.php/stss"
"Science et Technique, Sciences de la Santé","Health","1011-6028",NA,NA,"https://www.ajol.info/index.php/stss"
"Scientific Medical Journal","Health","1110-5607","2090-2409","1110-5607","https://www.ajol.info/index.php/smedj"
"Scientific Medical Journal","Health","1110-5607","2090-2409","1110-5607","https://www.ajol.info/index.php/smedj"
"Sierra Leone Journal of Biomedical Research","Health","2076-6270","2219-3170","2076-6270","https://www.ajol.info/index.php/sljbr"
"Sierra Leone Journal of Biomedical Research","Health","2076-6270","2219-3170","2076-6270","https://www.ajol.info/index.php/sljbr"
"Sokoto Journal of Medical Laboratory Science","Health",NA,"2536-7153",NA,"https://www.ajol.info/index.php/sokjmls"
"Sokoto Journal of Medical Laboratory Science","Health",NA,"2536-7153",NA,"https://www.ajol.info/index.php/sokjmls"
"Sokoto Journal of Veterinary Sciences","Health","1595-093X","1595-093X","2315-6201","https://www.ajol.info/index.php/sokjvs"
"Sokoto Journal of Veterinary Sciences","Health","1595-093X","1595-093X","2315-6201","https://www.ajol.info/index.php/sokjvs"
"South African Family Practice","Health","2078-6204","2078-6190","2078-6204","https://www.ajol.info/index.php/safp"
"South African Family Practice","Health","2078-6204","2078-6190","2078-6204","https://www.ajol.info/index.php/safp"
"South African Gastroenterology Review","Health","1812-1659","1812-1659",NA,"https://www.ajol.info/index.php/sagr"
"South African Gastroenterology Review","Health","1812-1659","1812-1659",NA,"https://www.ajol.info/index.php/sagr"
"South African Journal for Research in Sport, Physical Education and Recreation","Health","0379-9069",NA,NA,"https://www.ajol.info/index.php/sajrs"
"South African Journal for Research in Sport, Physical Education and Recreation","Health","0379-9069",NA,NA,"https://www.ajol.info/index.php/sajrs"
"South African Journal of Child Health","Health","1999-7671","1994-3032",NA,"https://www.ajol.info/index.php/sajchh"
"South African Journal of Child Health","Health","1999-7671","1994-3032",NA,"https://www.ajol.info/index.php/sajchh"
"South African Journal of Clinical Nutrition","Health","2078-6204","1607-0658",NA,"https://www.ajol.info/index.php/sajcn"
"South African Journal of Clinical Nutrition","Health","2078-6204","1607-0658",NA,"https://www.ajol.info/index.php/sajcn"
"South African Journal of Obstetrics and Gynaecology","Health","2305-8862","0038-2329","2305-8862","https://www.ajol.info/index.php/sajog"
"South African Journal of Obstetrics and Gynaecology","Health","2305-8862","0038-2329","2305-8862","https://www.ajol.info/index.php/sajog"
"South African Journal of Sports Medicine","Health","2078-516X","2078-516X","1015-5163","https://www.ajol.info/index.php/sasma"
"South African Journal of Sports Medicine","Health","2078-516X","2078-516X","1015-5163","https://www.ajol.info/index.php/sasma"
"South African Journal of Surgery","Health","2078-5151","0038-2361","2078-5151","https://www.ajol.info/index.php/sajs"
"South African Journal of Surgery","Health","2078-5151","0038-2361","2078-5151","https://www.ajol.info/index.php/sajs"
"South African Medical Journal","Health","0256-95749","0256-9574","2078-5135","https://www.ajol.info/index.php/samj"
"South African Medical Journal","Health","0256-95749","0256-9574","2078-5135","https://www.ajol.info/index.php/samj"
"South Sudan Medical Journal","Health","2309-4613",NA,NA,"https://www.ajol.info/index.php/ssmj"
"South Sudan Medical Journal","Health","2309-4613",NA,NA,"https://www.ajol.info/index.php/ssmj"
"Southern African Journal of Anaesthesia and Analgesia","Health","2220-1173","2220-1173","2220-1181","https://www.ajol.info/index.php/sajaa"
"Southern African Journal of Anaesthesia and Analgesia","Health","2220-1173","2220-1173","2220-1181","https://www.ajol.info/index.php/sajaa"
"Southern African Journal of Critical Care","Health","2078-676X","2078-676X","1562-8264","https://www.ajol.info/index.php/sajcc"
"Southern African Journal of Critical Care","Health","2078-676X","2078-676X","1562-8264","https://www.ajol.info/index.php/sajcc"
"Southern African Journal of HIV Medicine","Health","2078-6751","1608-9693","2078-6751","https://www.ajol.info/index.php/sajhivm"
"Southern African Journal of HIV Medicine","Health","2078-6751","1608-9693","2078-6751","https://www.ajol.info/index.php/sajhivm"
"Sudan Journal of Medical Sciences","Health","1858-5051","1858-5051",NA,"https://www.ajol.info/index.php/sjms"
"Sudan Journal of Medical Sciences","Health","1858-5051","1858-5051",NA,"https://www.ajol.info/index.php/sjms"
"Sudanese Journal of Dermatology","Health","1815-3941","1815-3941",NA,"https://www.ajol.info/index.php/sjd"
"Sudanese Journal of Dermatology","Health","1815-3941","1815-3941",NA,"https://www.ajol.info/index.php/sjd"
"Tanzania Dental Journal","Health","0856-0625",NA,NA,"https://www.ajol.info/index.php/tdj"
"Tanzania Dental Journal","Health","0856-0625",NA,NA,"https://www.ajol.info/index.php/tdj"
"Tanzania Journal of Health Research","Health","1821-9241","1821-6404","1821-9241","https://www.ajol.info/index.php/thrb"
"Tanzania Journal of Health Research","Health","1821-9241","1821-6404","1821-9241","https://www.ajol.info/index.php/thrb"
"Tanzania Medical Journal","Health","0856-0714","0856-0714",NA,"https://www.ajol.info/index.php/tmj"
